,prompt,prompt_len,target
1170,Pope Criticizes Climate Change Deniers and Trump on DACA.,15,0
1171,The Lone Star Long Shot Who Wants to Topple Ted Cruz.,14,0
1172,"South Africa’s  Zuma, Tested by Mining Crisis, Faces Scandal Close to Home.",20,0
1173,"Overlooked No More: Alison Hargreaves, Who Conquered Everest Solo and Without Bottled Oxygen.",22,0
1174,"Violence Grows in Northern Afghanistan, but Neither Side Is Gaining Much Ground.",16,0
1175,Suspect in Norway Reconstructs Killings for Police.,12,0
1176,"Chechen Is Detained, Then Freed, in Poland.",13,0
1177,"Washington Faces Breakdowns and Paralysis, and That’s Just the Metro.",17,0
1178,"Edward Chambers, Early Leader in Community Organizing, Dies at 85.",16,0
1179,China and Russia Fail to Reach Deal on Gas Plan.,12,0
1180,"Nigeria’s President Promises, Again, to Bring Back Kidnapped Chibok Students.",19,0
1181,North Korea Hands Over Six South Korean Detainees.,12,0
1182,"Police in China Kill 17 Linked to Mine Attack, Report Says.",16,0
1183,"Russia, in Reversal, Confirms Radiation Spike.",12,0
1184,"Colorado Furor Erupts Over Charges Filed, and Not Filed, in Grisly Attack on Pregnant Woman.",22,0
1185,South Korea to Sign Military Pact With Japan.,10,0
1186,"Robert Blakeley, Who Created a Sign of the Cold War, Dies at 95.",20,0
1187,Iraqi Parliament Wobbles Over Forming Government.,10,0
1188,"Rose Cochran, a Figure in a Campaign Attack Video, Dies at 73.",18,0
1189,Egypt’s Leader Says He Won’t Intervene in Case of Jailed Journalists.,19,0
1190,Trump’s Secret Service Has Struggled With Outbreak at Training Center.,16,0
1191,"Voice Is Strained, but Support on the Trail Unstinting.",15,0
1192,An Eroding Syrian Army Points to Strain.,10,0
1193,"In Britain, Official Stays After Apology.",10,0
1194,Syrian Opposition Joins Meeting of Arab League.,10,0
1195,"Israel, in Shift, Lets Building Materials Cross Into Gaza.",13,0
1196,Violent ‘Yellow Vest’ Protests in Week 13.,14,0
1197,"Nigerian Jet Mistakenly Bombs Refugee Camp, Killing Scores.",13,0
1198,"2 Security Complex Car Bombings Kill Dozens, Syria Says.",14,0
1199,"As Donald Trump Jr. Drums Up Business in India, Some Ask What’s Being Sold.",20,0
1200,"Israel Claims Nearly 1,000 Acres of West Bank Land Near Bethlehem.",18,0
1201,Hawaiian Governor Loses Primary by Wide Margin; Senate Race Is Undecided.,17,0
1202,Pakistan Picks New Director for Spy Agency.,9,0
1203,Dartmouth College Professors Investigated Over Sexual Misconduct Allegations.,14,0
1204,Afghan Elite Borrowed Freely From Kabul Bank.,11,0
1205,"Supreme Court Rules in Capital Cases, Overturning a Death Sentence.",16,0
1206,Punk Band Feels Wrath of a Sterner Kremlin.,11,0
1207,Japan Tries to Ease Fury of Parents Near Plant.,11,0
1208,Blaze Damages Nairobi’s International Airport.,9,0
1209,Wisconsin Decides Not to Enforce Voter ID Law.,12,0
1210,"Evelyn Y. Davis, Shareholder Scourge of C.E.O.s, Dies at 89.",25,0
1211,Tunisian Clash Spreads Fear That Libyan War Is Spilling Over.,15,0
1212,"$2.5 Billion in Storm Losses, but Don’t Ask Georgia Farmers About Climate Change.",21,0
1213,"In Hong Kong Photographer, China Sees Image of Spy.",12,0
1214,"In Baghdad, Closing a 5-Star Retreat.",12,0
1215,"As the Virus Surges, Stark Differences Over What Is Around the Corner.",16,0
1216,China Struggles for Balance in Response to North Korea’s Boldness.,16,0
1217,"From Embattled Pope, Praise for a Predecessor.",13,0
1218,"Facing a Huge Deficit, Louisiana Governor Reconsiders Some Tax Credits .",14,0
1219,Sinai Group Kills Officers in Bombings.,10,0
1220,"Arlene Gottfried, Photographer Who Found the Extraordinary in the Ordinary, Dies at 66.",20,0
1221,U.N. Warns of Ethnic Cleansing in Sudan Town.,14,0
1222,An Atypical Unrest Troubles Senegal’s Election Season.,13,0
1223,U.N. Investigators Press North Koreans to Allow a Visit.,14,0
1224,"Federico Luppi, 83, Actor Known for del Toro Films, Dies.",18,0
1225,Brexit Plans Raise Fears of Food Shortages and Jammed Ports.,14,0
1226,"In Italy, Matteo Renzi Aims to Upend the Old World Order.",16,0
1227,"Bin Laden’s Likely Heir Is Viewed as Organizer, Not as Inspiring Figure.",17,0
1228,Inquiry Faults Army Leadership in Anthrax Shipment.,11,0
1229,"Holding Their Noses, Louisiana Officials Act to Narrow State Budget Gaps.",15,0
1230,Medvedev Defends Plan to Trade Places With Putin.,12,0
1231,Report Offers Mixed View of Ex-Watchdog at Department of Homeland Security.,16,0
1232,"Once Labeled a Traitor, Korean Aims to Be a Hero.",15,0
1233,"Robert Guillaume, Emmy-Winning Star of ‘Benson,’ Dies at 89.",18,0
1234,Baghdad Car Bomb Kills Scores in Shiite Neighborhood.,12,0
1235,Vladimir Putin’s Quotes: A Collection for the Discerning Russian Official.,17,0
1236,"A Dance for Tibetan New Year, Then 17 Hours in Custody.",16,0
1237,"After Everest Disaster, Sherpas Contemplate Strike.",11,0
1238,Arkansas Town’s New Owner Has Visions of Its Renaissance.,13,0
1239,"As Trump Assails Caravan, a Clash Between Migrants and Mexico Police.",17,0
1240,Former President Michel Temer of Brazil Is Arrested in Bribery Probe.,15,0
1241,F.A.A. Rules Would Limit Commercial Drone Use.,14,0
1242,Mastering the Art of Home Restoration: A Julia Child Sequel.,14,0
1243,Iraq Shuts Office of Protest Organizers.,10,0
1244,"Howard Halpern, Therapist and Self-Help Author, Dies at 82.",18,0
1245,"Even When They Lost Their Jobs, Immigrants Sent Money Home.",13,0
1246,Turkey’s Crackdown Curiously Spares the Literary World.,14,0
1247,"Krzysztof Penderecki, Polish Composer With Cinematic Flair, Dies at 86.",19,0
1248,Chinese Plan to Kill Drug Lord With Drone Highlights Military Advances.,13,0
1249,"Exile in Brooklyn, With an Eye on Georgia .",12,0
1250,"Olson and Boies, Legal Duo, Seek Role in 2 Cases on Gay Marriage.",20,0
1251,U.S. to Curb Queries on Criminal Histories of Government Job Seekers.,17,0
1252,Justices to Decide if a Ban on Life Terms for Juveniles Applies Retroactively.,18,0
1253,Removal of Chávez Images From Venezuela Capitol Raises Tension.,11,0
1254,"After Victory Over ISIS in Tikrit, Next Battle Requires a New Template.",16,0
1255,Many Die as Eastern Turkey Is Jolted by Quake.,12,0
1256,"In Afghanistan, a Destructive ‘Game of Thrones’.",12,0
1257,Bacteria Outbreak Casts Pall on Spanish Produce.,10,0
1258,A Run on Bug Spray Amid Fears of West Nile Virus.,13,0
1259,South Korean N.Y.U. Student Is Reported Arrested in North Korea.,17,0
1260,12 Are Killed in Bombing Outside Hotel in Somalia.,13,0
1261,Ancient Purebred Horse With Bronze-Plated Saddle Is Discovered in Pompeii.,16,0
1262,"Fact-Checking Trump on Syria, Erdogan and the Kurds.",13,0
1263,"Pence, Returning to Tough Stance on North Korea, Announces New Sanctions.",17,0
1264,England’s Only County Without a McDonald’s Is About to Get One.,17,0
1265,"While N.S.A. Leaker Stays in Hiding, Russian TV Builds a Pedestal for Him.",23,0
1266,Panel Clears 7 Lawmakers in Lobbying Scandal.,12,0
1267,Trump Says He’s Unlikely to Sit for Interview in Russia Investigation.,16,0
1268,The Promise and Unfulfilled Potential of South Africa’s President.,14,0
1269,"Recordings, Posted Online, Rattle Officials in Turkey.",13,0
1270,Los Angeles Braces for Major Teachers’ Strike.,11,0
1271,"Rescuers in Yemen Sought American, Officials Say .",13,0
1272,North Korea Events Complicate Nuclear Talks With Iran.,11,0
1273,What Arizona’s Tenuous Virus Plateau Could Teach Us.,14,0
1274,Snow ✅ Sled ✅ Thrills ✅.,10,0
1275,"When Meeting a Congressman, Leave Nothing to Chance.",11,0
1276,China Ban on Items for Nuclear Use to North Korea May Stall Arms Bid.,16,0
1277,Turmoil Between Political Leaders Has Harmed Bangladesh’s People.,14,0
1278,Steep Slide in Currency Threatens Iran’s Economy.,13,0
1279,Exhibit A in Debate Over Castro’s State.,11,0
1280,9/11 Suspect Was Detained and Taped in Morocco.,16,0
1281,"Oil Wealth Ebbing, Russia Needs to Lure Foreign Capital.",13,0
1282,Turkey Presses Case Against Israeli Officers in Raid.,10,0
1283,Moscow Got 6 Minutes of Sunlight in December.,11,0
1284,17 States Sue to Block Student Visa Rules.,11,0
1285,Tourists Discover You Can’t Get There From Here.,13,0
1286,Arrests and Violence at Overflowing Rally in Moscow.,12,0
1287,Drug Surge Clouds Myanmar Reform Effort.,8,0
1288,Transgender People Will Be Allowed to Serve Openly in Military.,14,0
1289,Saudi Court Spares Poet’s Life but Gives Him 8 Years and 800 Lashes.,23,0
1290,Founder of Breast Implant Company Under Formal Investigation.,10,0
1291,Virus Surge Brings Calls for Trump to Invoke Defense Production Act.,13,0
1292,Canada’s Ambassador to China Pushed Out Over Controversy.,13,0
1293,Headbanging in Bolivia to the Flutes of Yore.,14,0
1294,"Wilbur Ross, a Billionaire Investor, Is Confirmed as Commerce Secretary.",16,0
1295,"Dan Camp, Who Created a Mississippi Jewel, Dies at 79.",16,0
1296,U.S. Ethics Office Declines to Certify Mnuchin’s Financial Disclosure.,19,0
1297,Property Lost in Holocaust Is Cataloged Online.,10,0
1298,Trumps Throw Out Tradition for Their First State Dinner.,12,0
1299,"From the Shadows, China’s Communist Party Mobilizes Against Hong Kong Protests.",19,0
1300,‘Man With the Golden Arm’ Saved Millions of Australian Babies With His Blood.,17,0
1301,"As China’s Economy Falters, Military Parade Offers Chance to Burnish Image.",18,0
1302,Russian Finance Minister Says Political Change Is Needed.,10,0
1303,U.N. Panel Links Russia to Potential War Crime in Syria.,15,0
1304,"A Bit of Quiet Optimism, and Some Superstition, Before a Tight Victory.",18,0
1305,Afghan Sign of Progress Turns Out to Be Error.,11,0
1306,Kenya’s About-Face: Fear for Democracy as Dissent Is Muzzled.,17,0
1307,No End to Scrutiny Over Millions Sent to Malaysian Leader’s Accounts.,16,0
1308,Private Letters of Prince Charles Released After Long Court Battle.,12,0
1309,Pakistan Christians Issue Call for Protection.,8,0
1310,Volunteer Emergency Responders Face a Dilemma: Save Lives or Stay Safe.,15,0
1311,"China Blinks on South Korea, Making Nice After a Year of Hostilities.",17,0
1312,U.S. Takes Steps to Add Security at Embassies.,14,0
1313,A Remote Pacific Island Awash in Tons of Trash.,12,0
1314,"Iran Delivers Surprise, Money, to Jewish Hospital.",12,0
1315,"Amtrak Train Crash Leaves 2 Dead, Officials Say.",13,0
1316,Justices Won’t Block Pennsylvania Gerrymandering Decision.,13,0
1317,Effort by Japan to Stifle News Media Is Working.,12,0
1318,Spring in Transylvania: Wake Up and Splash (or Be Splashed).,15,0
1319,"As Britain Edges Toward Lockdowns, Long-Held Grievances Flare Up.",16,0
1320,Deadly Shootout and Arrest in Iraq Set Off Sunni Protests.,14,0
1321,Chief of Tunisian Army Pledges His Support for ‘the Revolution’.,15,0
1322,U.S. Indicts Members of Powerful Honduran Family.,14,0
1323,Fear of Ruin as Disease Takes Hold of Italy’s Olive Trees.,15,0
1324,Picture Him in a Mohawk: A Czech Prince Seeks Young Voters.,15,0
1325,"John Loengard, Life Photographer and Chronicler, Dies at 85.",18,0
1326,The Lockdown That Felt Like It Might Last Forever Has Finally Ended.,14,0
1327,Italy’s Prime Minister Announces Resignation Amid Party Revolt.,13,0
1328,Laurie the Moose Lady Puts ‘Heart and Soul’ Into Roadkill.,15,0
1329,Typhoon Soudelor Kills 6 in Taiwan and Leaves Millions Without Power.,17,0
1330,"As Nicaragua Death Toll Grows, Support for Ortega Slips.",13,0
1331,Florida Will Seek Execution of Nikolas Cruz in Parkland Shooting Trial.,15,0
1332,Writer Defends His Handling of Interview With Assad.,11,0
1333,16 Arrests in Belgium Terrorism Raids.,11,0
1334,Iceland Voters Set to Reject Debt Deal.,9,0
1335,"With Subtraction and Addition, Haiti Sets Its Presidential Runoff.",12,0
1336,Pinkberry Co-founder Arrested in Beating of Homeless Man.,14,0
1337,"Scandals, Rivals and U.S. Tarnish Netanyahu’s Aura of Invincibility.",22,0
1338,"In the Rio Grande Valley, Death Has Become a Family Affair.",14,0
1339,Iraq Election Results Hint of Political Shift.,9,0
1340,House Finds Holder in Contempt Over Inquiry on Guns.,12,0
1341,"In Congo, Self-Defense Can Offer Its Own Risk.",13,0
1342,Pakistani Student Wins Top European Rights Award.,10,0
1343,Uncertainty Over Letter Underscores Delicate Ties.,10,0
1344,"In China, Gene-Edited Babies Are the Latest in a String of Ethical Dilemmas.",19,0
1345,Standardized English Tests to Resume in Iran Amid Sanctions.,12,0
1346,Lasting Implications for the Courts as Republicans Gain in the Senate.,14,0
1347,"Leaked Fuel Lures Needy Kenyans, Then Ignites.",14,0
1348,Turkish Pianist Is Accused of Insulting Islam.,13,0
1349,"Sidelined by Coronavirus, Congressional Leaders Face Pressure to Vote Remotely.",15,0
1350,Israel Aids Evacuation From Syria of Hundreds of ‘White Helmets’ and Families.,18,0
1351,"Qatar’s Emir Visits Gaza, Pledging $400 Million to Hamas.",19,0
1352,Rio Slum Is ‘Pacified’ in Advance of Games.,14,0
1353,Thousands of Dead Pigs Found in River Flowing Into Shanghai.,13,0
1354,"As Bay Area Strike Idles Trains, Commuters Scramble.",14,0
1355,U.N. Report Faults Syria and Rebels for Blocking Relief Supplies.,16,0
1356,Mattis Accuses Beijing of ‘Intimidation and Coercion’ in South China Sea.,21,0
1357,Protests in Greece Over Macedonia Deal Turn Violent.,11,0
1358,Afghan Plan on Transfer of Security Gets Support.,10,0
1359,"Revisiting a World War II Internment Camp, as Others Try to Keep Its Story From Fading.",22,0
1360,Taliban Fighters Killed in Airstrike.,10,0
1361,"Chávez, Too Ill to Return to Venezuela, Will Be Sworn In Later, Official Says.",22,0
1362,Vatican Preparing New Guidelines to Deal With Sexual Abuse.,12,0
1363,The Propaganda I See on My Morning Commute.,10,0
1364,Trump Greets Plans for North Korea-Syria Meeting With Deafening Silence.,16,0
1365,"In a Cambodian Friendship, a Secret Quest.",10,0
1366,Voting Issues and Gerrymanders Are Now Key Political Battlegrounds.,14,0
1367,Women Petition U.N. Leader to Seek Korean Peace Treaty.,14,0
1368,Russian Tanker Completes Arctic Passage Without Aid of Icebreakers.,14,0
1369,Calling Poutine ‘Canadian’ Gives Some in Quebec Indigestion.,15,0
1370,"Nepal Waits as 2 Armies, Former Foes, Become One.",15,0
1371,Unrest Poses a Risky Choice for Vietnam.,12,0
1372,Libya Attack Shows Pentagon’s Limits in Region.,11,0
1373,Dangerous Fruit: Mystery of Deadly Outbreaks in India Is Solved.,14,0
1374,U.S. to Block Sales to Chinese Tech Company Over Security Concerns.,16,0
1375,Putin Says Democrats Are to Blame for ‘Manipulations’ of Their Party.,16,0
1376,Bombings Strike Police in Pakistan.,8,0
1377,Chechnya’s Persecuted Gays Find Refuge in Canada.,15,0
1378,"As China’s Economy Falters, Military Parade Offers Chance to Burnish Image.",18,0
1379,Obama Says Hillary Clinton Wouldn’t Intentionally Endanger U.S. With Emails.,19,0
1380,Libyan Militias Seize Control of Capital as Chaos Rises.,14,0
1381,Justice Dept. Takes Steps to Restore Watchdogs’ Access to Records.,15,0
1382,India Retracts Proposal on Encryption for Social Media Data After Outcry.,16,0
1383,Obama to Unseal Files on Argentina’s ‘Dirty War’.,14,0
1384,Florida Set for New Cut in Spending on Colleges.,11,0
1385,Bomber Kills Karzai Cousin Who Backed Recent Candidate for Afghan President .,16,0
1386,Surgery Reveals North Korean Defector Is Riddled With Parasitic Worms.,15,0
1387,"Trump Gives Conditional Go Ahead on Peace Deal With Taliban, Officials Say.",15,0
1388,"In Egyptian Town, Cheers for Sisi but Murmurs of Discontent.",17,0
1389,"Robert O’Brien, Trump’s National Security Adviser, Has the Virus.",17,0
1390,Libyan Base Falls to a Rebel Raid in the West.,13,0
1391,2 States Had Primary Elections This Week. Here’s What We Learned. .,17,0
1392,"In a New Age of Air Travel, Preferring the Old.",14,0
1393,Jason Rezaian Trial in Iran May Be More About Leverage Than Justice.,15,0
1394,Right-Wing Extremists’ Popularity Rising Rapidly in Greece.,14,0
1395,"Hawaii Tourists Revel in Sun, Surf and Semiautomatics.",14,0
1396,Trump Administration to Lift Ban on ‘Trophy’ Elephant Imports.,14,0
1397,"Peter Serkin, 72, Dies; Pianist With Pedigree Who Forged a New Path.",23,0
1398,Palestinians Split in Gaza as Hamas Blocks Fatah Rally.,14,0
1399,Some Lawmakers Now Look to Bipartisanship on Health Care.,15,0
1400,"Alabamians Cross State Lines, Seeking a Golden Ticket.",14,0
1401,Emails Reveal Discord Over Blackwater Charges.,9,0
1402,"With a Poison Tongue, Putting a Smile on a Nation’s Aging Faces.",17,0
1403,"Preparations for Rio Olympics ‘the Worst,’ Committee Official Says.",14,0
1404,"James B. Edwards, a Long-Shot as Governor of South Carolina, Dies at 87.",22,0
1405,"A Son of the Bayou, Torn Over the Shrimping Life.",14,0
1406,Hong Kong Protesters Consider Taking Their Grievances to Beijing.,13,0
1407,Tears and Tissues as Editor Testifies in Phone Hacking Case.,13,0
1408,U.S. Moves to Limit Emissions of Planet-Warming Methane.,16,0
1409,Administration Protests Limits on Its Power to Fill Vacancies.,13,0
1410,Chinese Official Vows Punishment Over Shenzhen Landslide.,11,0
1411,Ferguson Waits Uneasily for Grand Jury’s Decision.,12,0
1412,A Chinese Virtue Is Now the Law.,9,0
